ID,FLAG_OWN_CAR,FLAG_OWN_REALTY,OWN_CAR_AGE
1482,N,Y,
1483,N,Y,
1484,N,N,
1485,N,Y,
1486,Y,Y,24.0
1487,N,Y,
1488,N,N,
1489,Y,Y,0.0
1490,N,Y,
1491,Y,Y,25.0
1492,N,N,
1493,Y,Y,65.0
1494,Y,Y,2.0
1495,N,Y,
1496,Y,Y,16.0
1497,N,Y,
1498,N,Y,
1499,N,N,
1500,Y,Y,18.0
1501,N,Y,
1502,N,Y,
1503,N,Y,
1504,Y,Y,7.0
1505,N,Y,
1506,Y,Y,16.0
1507,N,Y,
1508,N,N,
1509,Y,Y,12.0
1510,Y,N,10.0
1511,N,N,
1512,Y,Y,7.0
1513,N,N,
1514,N,Y,
1515,Y,N,13.0
1516,Y,N,11.0
1517,N,Y,
1518,N,N,
1519,Y,Y,8.0
1520,Y,Y,8.0
1521,N,N,
1522,N,Y,
1523,N,Y,
1524,N,N,
1525,Y,N,0.0
1526,N,Y,
1527,Y,N,4.0
1528,Y,Y,26.0
1529,N,Y,
1530,Y,Y,2.0
1531,N,Y,
1532,Y,N,8.0
1533,N,N,
1534,Y,Y,2.0
1535,Y,N,12.0
1536,Y,Y,13.0
1537,Y,Y,9.0
1538,N,Y,
1539,Y,Y,65.0
1540,N,Y,
1541,N,Y,
1542,N,Y,
1543,N,Y,
1544,N,N,
1545,N,Y,
1546,N,Y,
1547,N,Y,
1548,Y,Y,15.0
1549,Y,Y,4.0
1550,Y,N,8.0
1551,Y,Y,2.0
1552,N,N,
1553,Y,Y,15.0
1554,Y,Y,10.0
1555,N,Y,
1556,Y,N,10.0
1557,N,Y,
1558,Y,Y,8.0
1559,Y,N,15.0
1560,N,Y,
1561,N,Y,
1562,N,Y,
1563,Y,Y,16.0
1564,Y,Y,0.0
1565,Y,Y,0.0
1566,Y,Y,5.0
1567,N,Y,
1568,N,N,
1569,Y,Y,10.0
1570,Y,Y,7.0
1571,N,Y,
1572,N,N,
1573,N,Y,
1574,N,N,
1575,N,N,
1576,N,Y,
1577,Y,Y,8.0
1578,N,Y,
1579,N,Y,
1580,N,Y,
1581,Y,Y,65.0
1582,N,N,
1583,N,Y,
1584,Y,Y,2.0
1585,N,N,
1586,N,Y,
1587,N,Y,
1588,Y,Y,6.0
1589,N,Y,
1590,N,N,
1591,N,Y,
1592,N,N,
1593,Y,N,0.0
1594,N,N,
1595,N,Y,
1596,Y,Y,13.0
1597,N,N,
1598,N,Y,
1599,N,Y,
1600,Y,Y,1.0
1601,N,Y,
1602,N,N,
1603,N,N,
1604,Y,Y,4.0
1605,N,Y,
1606,N,Y,
1607,N,Y,
1608,N,Y,
1609,Y,N,10.0
1610,N,Y,
1611,Y,Y,1.0
1612,N,Y,
1613,N,Y,
1614,Y,Y,13.0
1615,N,N,
1616,N,Y,
1617,Y,Y,5.0
1618,N,Y,
1619,Y,Y,15.0
1620,Y,N,18.0
1621,N,Y,
1622,N,N,
1623,N,N,
1624,N,Y,
1625,N,N,
1626,N,N,
1627,Y,N,12.0
1628,N,Y,
1629,N,N,
1630,Y,N,7.0
1631,N,Y,
1632,Y,Y,23.0
1633,Y,Y,6.0
1634,N,Y,
1635,Y,Y,16.0
1636,N,N,
1637,N,Y,
1638,N,Y,
1639,N,Y,
1640,N,Y,
1641,N,Y,
1642,N,Y,
1643,N,Y,
1644,Y,Y,7.0
1645,N,Y,
1646,Y,Y,5.0
1647,Y,Y,29.0
1648,N,Y,
1649,Y,N,12.0
1650,N,N,
1651,N,Y,
1652,N,Y,
1653,N,Y,
1654,N,N,
1655,N,Y,
1656,N,N,
1657,Y,Y,1.0
1658,N,N,
1659,N,Y,
1660,Y,N,16.0
1661,N,Y,
1662,N,Y,
1663,Y,Y,64.0
1664,N,Y,
1665,N,Y,
1666,Y,N,11.0
1667,N,Y,
1668,N,Y,
1669,Y,N,1.0
1670,N,Y,
1671,N,N,
1672,Y,Y,9.0
1673,Y,Y,4.0
1674,N,Y,
1675,N,Y,
1676,N,N,
1677,N,Y,
1678,N,N,
1679,N,N,
1680,N,Y,
1681,Y,Y,8.0
1682,Y,Y,28.0
1683,Y,N,7.0
1684,Y,N,4.0
1685,N,N,
1686,N,Y,
1687,N,Y,
1688,Y,Y,16.0
1689,Y,N,13.0
1690,N,Y,
1691,Y,N,22.0
1692,Y,Y,3.0
1693,N,Y,
1694,N,Y,
1695,N,N,
1696,Y,N,12.0
1697,Y,Y,25.0
1698,N,N,
1699,N,Y,
1700,N,Y,
1701,Y,Y,5.0
1702,N,N,
1703,Y,Y,3.0
1704,Y,Y,3.0
1705,Y,Y,3.0
1706,N,N,
1707,N,N,
1708,N,N,
1709,N,Y,
1710,N,Y,
1711,N,Y,
1712,N,Y,
1713,N,N,
1714,N,N,
1715,N,Y,
1716,N,N,
1717,Y,N,7.0
1718,N,Y,
1719,Y,Y,10.0
1720,N,N,
1721,N,Y,
1722,Y,Y,64.0
1723,N,Y,
1724,Y,Y,5.0
1725,Y,Y,12.0
1726,N,Y,
1727,Y,Y,12.0
1728,N,Y,
1729,N,Y,
1730,N,Y,
1731,N,N,
1732,N,Y,
1733,N,Y,
1734,Y,Y,65.0
1735,N,Y,
1736,N,Y,
1737,Y,Y,2.0
1738,N,N,
1739,Y,N,11.0
1740,Y,Y,2.0
1741,N,N,
1742,Y,Y,4.0
1743,Y,N,14.0
1744,Y,Y,4.0
1745,N,Y,
1746,N,Y,
1747,Y,Y,6.0
1748,N,N,
1749,Y,Y,19.0
1750,N,Y,
1751,N,N,
1752,Y,N,1.0
1753,N,N,
1754,Y,Y,0.0
1755,N,N,
1756,N,N,
1757,N,N,
1758,N,N,
1759,N,N,
1760,N,Y,
1761,N,Y,
1762,N,Y,
1763,N,Y,
1764,N,Y,
1765,N,Y,
1766,N,Y,
1767,Y,Y,11.0
1768,N,Y,
1769,N,N,
1770,N,Y,
1771,N,Y,
1772,N,N,
1773,N,N,
1774,N,Y,
1775,Y,N,4.0
1776,N,Y,
1777,Y,N,25.0
1778,N,N,
1779,N,Y,
1780,N,N,
1781,Y,Y,11.0
1782,N,Y,
1783,N,N,
1784,Y,Y,11.0
1785,N,Y,
1786,Y,Y,0.0
1787,N,Y,
1788,Y,Y,1.0
1789,Y,Y,14.0
1790,Y,N,9.0
1791,Y,N,6.0
1792,N,Y,
1793,Y,Y,16.0
1794,Y,Y,7.0
1795,Y,Y,3.0
1796,N,Y,
1797,Y,N,4.0
1798,N,Y,
1799,N,N,
1800,N,Y,
1801,Y,Y,8.0
1802,N,Y,
1803,N,N,
1804,N,Y,
1805,Y,Y,2.0
1806,N,Y,
1807,Y,Y,6.0
1808,Y,Y,0.0
1809,Y,N,65.0
1810,N,Y,
1811,Y,Y,19.0
1812,Y,Y,40.0
1813,Y,Y,5.0
1814,N,Y,
1815,Y,Y,64.0
1816,N,Y,
1817,N,Y,
1818,N,Y,
1819,Y,N,14.0
1820,N,Y,
1821,N,Y,
1822,N,Y,
1823,N,N,
1824,N,N,
1825,Y,Y,1.0
1826,N,Y,
1827,Y,Y,7.0
1828,N,Y,
1829,N,N,
1830,Y,Y,0.0
1831,Y,Y,10.0
1832,N,Y,
1833,N,Y,
1834,N,Y,
1835,Y,Y,12.0
1836,N,Y,
1837,N,N,
1838,N,N,
1839,N,N,
1840,N,N,
1841,Y,Y,10.0
1842,Y,Y,14.0
1843,N,Y,
1844,N,N,
1845,Y,Y,11.0
1846,N,N,
1847,N,Y,
1848,N,Y,
1849,N,Y,
1850,Y,Y,14.0
1851,N,N,
1852,Y,Y,28.0
1853,N,Y,
1854,N,N,
1855,Y,N,7.0
1856,N,N,
1857,N,N,
1858,N,Y,
1859,N,N,
1860,N,N,
1861,N,Y,
1862,Y,N,3.0
1863,N,Y,
1864,Y,Y,64.0
1865,Y,N,12.0
1866,N,Y,
1867,N,Y,
1868,N,Y,
1869,Y,N,10.0
1870,Y,N,12.0
1871,N,N,
1872,N,Y,
1873,N,N,
1874,Y,Y,7.0
1875,Y,N,9.0
1876,N,N,
1877,N,Y,
1878,Y,Y,14.0
1879,Y,Y,0.0
1880,N,N,
1881,N,N,
1882,N,Y,
1883,Y,Y,5.0
1884,N,N,
1885,N,Y,
1886,Y,Y,18.0
1887,N,N,
1888,N,Y,
1889,N,Y,
1890,N,N,
1891,Y,Y,19.0
1892,Y,N,7.0
1893,Y,N,7.0
1894,N,Y,
1895,Y,N,14.0
1896,Y,N,8.0
1897,Y,Y,4.0
1898,N,Y,
1899,N,N,
1900,Y,Y,3.0
1901,Y,N,9.0
1902,N,N,
1903,N,Y,
1904,N,N,
1905,Y,N,16.0
1906,N,Y,
1907,N,N,
1908,N,Y,
1909,Y,Y,8.0
1910,N,Y,
1911,N,N,
1912,N,N,
1913,N,Y,
1914,Y,Y,6.0
1915,N,Y,
1916,Y,Y,7.0
1917,N,Y,
1918,N,Y,
1919,N,Y,
1920,Y,Y,14.0
1921,Y,Y,8.0
1922,Y,Y,14.0
1923,N,Y,
1924,N,Y,
1925,N,N,
1926,N,Y,
1927,Y,Y,10.0
1928,N,N,
1929,Y,N,14.0
1930,N,N,
1931,N,N,
1932,Y,Y,8.0
1933,N,Y,
1934,N,Y,
1935,N,Y,
1936,N,N,
1937,N,Y,
1938,N,Y,
1939,Y,Y,4.0
1940,N,N,
1941,Y,Y,6.0
1942,Y,Y,5.0
1943,N,Y,
1944,N,Y,
1945,N,N,
1946,N,N,
1947,N,N,
1948,N,N,
1949,N,Y,
1950,N,N,
1951,Y,Y,3.0
1952,N,N,
1953,N,N,
1954,N,Y,
1955,Y,Y,2.0
1956,Y,Y,19.0
1957,Y,N,5.0
1958,N,Y,
1959,Y,Y,6.0
1960,Y,Y,14.0
1961,N,N,
1962,Y,Y,6.0
1963,N,N,
1964,N,Y,
1965,N,N,
1966,N,Y,
1967,N,Y,
1968,N,N,
1969,N,Y,
1970,Y,Y,4.0
1971,N,Y,
1972,N,Y,
1973,Y,N,3.0
1974,Y,Y,5.0
1975,Y,Y,11.0
1976,Y,Y,12.0
1977,Y,Y,1.0
1978,N,Y,
1979,N,Y,
1980,N,Y,
1981,N,Y,
1982,Y,Y,1.0
1983,N,Y,
1984,N,Y,
1985,N,N,
1986,N,Y,
1987,N,Y,
1988,N,N,
1989,N,N,
1990,N,Y,
1991,N,Y,
1992,Y,Y,6.0
1993,N,Y,
1994,Y,Y,8.0
1995,N,Y,
1996,Y,Y,18.0
1997,Y,N,1.0
1998,N,N,
1999,N,Y,
2000,N,Y,
2001,Y,Y,8.0
2002,N,N,
2003,Y,N,8.0
2004,N,N,
2005,N,Y,
2006,N,Y,
2007,Y,Y,10.0
2008,N,Y,
2009,Y,Y,7.0
2010,N,Y,
2011,N,N,
2012,N,N,
2013,N,N,
2014,N,N,
2015,Y,Y,7.0
2016,Y,Y,7.0
2017,Y,N,4.0
2018,Y,N,16.0
2019,N,N,
2020,Y,Y,6.0
2021,N,Y,
2022,N,Y,
2023,Y,N,5.0
2024,N,Y,
2025,N,Y,
2026,Y,Y,3.0
2027,N,Y,
2028,N,Y,
2029,N,Y,
2030,Y,Y,17.0
2031,Y,Y,0.0
2032,N,Y,
2033,N,N,
2034,N,N,
2035,N,N,
2036,N,N,
2037,N,Y,
2038,Y,Y,5.0
2039,Y,N,1.0
2040,Y,Y,15.0
2041,N,Y,
2042,N,N,
2043,N,Y,
2044,N,Y,
2045,N,Y,
2046,Y,Y,10.0
2047,N,N,
2048,Y,Y,9.0
2049,Y,N,16.0
2050,Y,Y,7.0
2051,Y,Y,41.0
2052,Y,Y,1.0
2053,Y,Y,29.0
2054,Y,Y,19.0
2055,N,N,
2056,N,Y,
2057,N,N,
2058,Y,N,2.0
2059,N,Y,
2060,N,N,
2061,N,N,
2062,N,Y,
2063,N,Y,
2064,N,N,
2065,N,Y,
2066,N,N,
2067,Y,Y,19.0
2068,N,Y,
2069,N,N,
2070,Y,Y,0.0
2071,Y,N,6.0
2072,N,Y,
2073,N,Y,
2074,N,Y,
2075,N,N,
2076,N,Y,
2077,Y,Y,7.0
2078,N,Y,
2079,N,Y,
2080,N,N,
2081,N,Y,
2082,Y,N,6.0
2083,Y,Y,4.0
2084,N,Y,
2085,N,Y,
2086,Y,Y,13.0
2087,N,Y,
2088,N,Y,
2089,N,N,
2090,N,N,
2091,N,Y,
2092,N,Y,
2093,N,Y,
2094,Y,N,3.0
2095,Y,Y,18.0
2096,N,Y,
2097,N,Y,
2098,N,N,
2099,N,Y,
2100,Y,Y,14.0
2101,Y,Y,8.0
2102,N,N,
2103,Y,Y,15.0
2104,N,Y,
2105,Y,Y,2.0
2106,N,Y,
2107,N,N,
2108,N,Y,
2109,Y,N,7.0
2110,N,Y,
2111,N,N,
2112,N,Y,
2113,Y,N,9.0
2114,N,Y,
2115,N,Y,
2116,N,Y,
2117,Y,Y,11.0
2118,Y,N,8.0
2119,Y,Y,13.0
2120,N,Y,
2121,N,Y,
2122,N,Y,
2123,Y,Y,31.0
2124,N,N,
2125,N,Y,
2126,Y,N,13.0
2127,N,Y,
2128,N,Y,
2129,Y,Y,1.0
2130,Y,Y,1.0
2131,N,N,
2132,N,Y,
2133,Y,N,5.0
2134,N,Y,
2135,N,N,
2136,Y,Y,8.0
2137,N,N,
2138,Y,Y,10.0
2139,Y,Y,5.0
2140,N,Y,
2141,Y,Y,21.0
2142,N,N,
2143,N,N,
2144,Y,N,16.0
2145,N,Y,
2146,N,Y,
2147,N,N,
2148,N,Y,
2149,N,Y,
2150,N,Y,
2151,N,Y,
2152,N,Y,
2153,Y,Y,15.0
2154,N,Y,
2155,N,N,
2156,Y,Y,11.0
2157,N,N,
2158,N,Y,
2159,N,N,
2160,Y,N,13.0
2161,Y,Y,16.0
2162,N,Y,
2163,N,Y,
2164,Y,Y,13.0
2165,Y,Y,21.0
2166,N,Y,
2167,Y,Y,10.0
2168,N,Y,
2169,N,Y,
2170,N,Y,
2171,N,Y,
2172,Y,Y,19.0
2173,Y,Y,64.0
2174,N,Y,
2175,Y,N,3.0
2176,Y,N,9.0
2177,N,N,
2178,N,N,
2179,N,Y,
2180,N,Y,
2181,N,N,
2182,Y,Y,25.0
2183,N,Y,
2184,N,Y,
2185,N,Y,
2186,Y,N,7.0
2187,N,Y,
2188,N,Y,
2189,Y,Y,8.0
2190,N,Y,
2191,N,N,
2192,Y,N,7.0
2193,N,N,
2194,N,N,
2195,N,N,
2196,N,N,
2197,N,Y,
2198,N,N,
2199,Y,N,14.0
2200,N,Y,
2201,N,Y,
2202,Y,Y,3.0
2203,N,Y,
2204,N,N,
2205,Y,N,6.0
2206,N,Y,
2207,Y,Y,3.0
2208,Y,Y,12.0
2209,N,Y,
2210,N,Y,
2211,N,Y,
2212,N,Y,
2213,N,Y,
2214,Y,Y,18.0
2215,N,N,
2216,N,Y,
2217,N,Y,
2218,N,Y,
2219,N,Y,
2220,N,Y,
2221,N,N,
2222,N,Y,
2223,N,Y,
2224,N,Y,
2225,N,Y,
2226,Y,Y,13.0
2227,N,Y,
2228,N,N,
2229,N,N,
2230,N,Y,
2231,Y,N,8.0
2232,N,Y,
2233,N,Y,
2234,N,Y,
2235,Y,Y,6.0
2236,N,Y,
2237,N,Y,
2238,Y,Y,7.0
2239,N,Y,
2240,N,Y,
2241,Y,N,7.0
2242,N,N,
2243,N,Y,
2244,Y,Y,2.0
2245,Y,N,10.0
2246,N,Y,
2247,N,Y,
2248,Y,Y,22.0
2249,N,Y,
2250,Y,N,17.0
2251,Y,N,3.0
2252,N,Y,
2253,Y,Y,7.0
2254,N,N,
2255,Y,Y,13.0
2256,Y,Y,13.0
2257,Y,Y,4.0
2258,N,Y,
2259,Y,Y,10.0
2260,N,N,
2261,N,Y,
2262,N,Y,
2263,N,Y,
2264,Y,Y,5.0
2265,Y,N,3.0
2266,N,N,
2267,Y,Y,1.0
2268,Y,Y,2.0
2269,Y,Y,11.0
2270,N,Y,
2271,N,N,
2272,Y,Y,7.0
2273,N,N,
2274,N,N,
2275,N,N,
2276,N,Y,
2277,Y,Y,0.0
2278,N,Y,
2279,N,Y,
2280,N,Y,
2281,N,Y,
2282,Y,Y,1.0
2283,Y,Y,1.0
2284,Y,Y,15.0
2285,N,Y,
2286,N,N,
2287,N,Y,
2288,Y,Y,4.0
2289,N,N,
2290,Y,Y,1.0
2291,N,Y,
2292,N,N,
2293,N,Y,
2294,N,Y,
2295,N,N,
2296,N,N,
2297,N,Y,
2298,N,N,
2299,Y,N,18.0
2300,N,Y,
2301,Y,Y,24.0
2302,N,Y,
2303,Y,Y,25.0
2304,N,N,
2305,N,N,
2306,N,Y,
2307,N,N,
2308,N,N,
2309,Y,Y,17.0
2310,N,Y,
2311,Y,Y,12.0
2312,N,N,
2313,N,Y,
2314,N,N,
2315,N,Y,
2316,N,Y,
2317,Y,Y,42.0
2318,N,Y,
2319,N,Y,
2320,Y,Y,64.0
2321,N,Y,
2322,Y,Y,3.0
2323,Y,Y,6.0
2324,N,Y,
2325,N,Y,
2326,N,Y,
2327,Y,N,12.0
2328,N,Y,
2329,N,Y,
2330,Y,Y,16.0
2331,Y,Y,10.0
2332,Y,Y,1.0
2333,N,Y,
2334,Y,Y,9.0
2335,Y,Y,13.0
2336,N,Y,
2337,N,Y,
2338,N,Y,
2339,N,Y,
2340,Y,N,21.0
2341,N,Y,
2342,N,N,
2343,Y,Y,7.0
2344,N,N,
2345,N,N,
2346,N,Y,
2347,N,N,
2348,N,N,
2349,N,N,
2350,Y,Y,10.0
2351,Y,Y,12.0
2352,N,Y,
2353,N,Y,
2354,Y,N,16.0
2355,N,N,
2356,Y,N,11.0
2357,N,Y,
2358,N,Y,
2359,N,Y,
2360,N,Y,
2361,N,Y,
2362,Y,N,3.0
2363,Y,N,3.0
2364,Y,N,2.0
2365,N,N,
2366,N,Y,
2367,Y,Y,9.0
2368,Y,N,11.0
2369,Y,Y,12.0
2370,N,Y,
2371,N,N,
2372,N,Y,
2373,N,Y,
2374,N,N,
2375,N,Y,
2376,Y,Y,1.0
2377,N,Y,
2378,N,Y,
2379,N,N,
2380,N,Y,
2381,N,N,
2382,N,N,
2383,Y,Y,19.0
2384,Y,Y,3.0
2385,N,Y,
2386,Y,N,15.0
2387,Y,N,1.0
2388,N,Y,
2389,Y,N,6.0
2390,Y,N,5.0
2391,N,Y,
2392,N,Y,
2393,N,Y,
2394,N,N,
2395,N,N,
2396,N,Y,
2397,Y,N,13.0
2398,N,Y,
2399,N,Y,
2400,Y,Y,9.0
2401,N,Y,
2402,N,Y,
2403,N,N,
2404,N,Y,
2405,N,Y,
2406,N,Y,
2407,N,Y,
2408,Y,Y,13.0
2409,Y,N,7.0
2410,Y,Y,11.0
2411,Y,Y,9.0
2412,Y,N,9.0
2413,Y,Y,5.0
2414,Y,Y,12.0
2415,N,Y,
2416,N,Y,
2417,Y,N,14.0
2418,Y,Y,10.0
2419,N,N,
2420,N,Y,
2421,N,Y,
2422,Y,Y,3.0
2423,Y,Y,13.0
2424,N,Y,
2425,Y,Y,24.0
2426,N,Y,
2427,Y,Y,18.0
2428,N,Y,
2429,N,Y,
2430,Y,Y,7.0
2431,N,Y,
2432,N,N,
2433,N,N,
2434,Y,Y,2.0
2435,N,Y,
2436,Y,Y,16.0
2437,N,N,
2438,Y,N,13.0
2439,N,Y,
2440,N,Y,
2441,Y,Y,17.0
2442,N,N,
2443,N,Y,
2444,N,N,
2445,N,Y,
2446,N,Y,
2447,Y,N,13.0
2448,Y,Y,7.0
2449,Y,Y,14.0
2450,Y,N,9.0
2451,Y,Y,11.0
2452,N,Y,
2453,N,Y,
2454,Y,Y,4.0
2455,N,Y,
2456,N,Y,
2457,Y,Y,3.0
2458,Y,Y,14.0
2459,N,Y,
2460,Y,N,4.0
2461,N,Y,
2462,Y,N,10.0
2463,N,N,
2464,Y,Y,25.0
2465,Y,Y,7.0
2466,N,Y,
2467,N,Y,
2468,Y,Y,15.0
2469,N,Y,
2470,N,Y,
2471,N,Y,
2472,N,N,
2473,N,Y,
2474,N,Y,
2475,N,Y,
2476,N,N,
2477,N,Y,
2478,N,Y,
2479,N,Y,
2480,Y,N,7.0
2481,Y,Y,7.0
2482,N,Y,
2483,N,Y,
2484,N,N,
2485,N,Y,
2486,N,Y,
2487,N,Y,
2488,N,Y,
2489,N,N,
2490,N,Y,
2491,Y,Y,13.0
2492,N,Y,
2493,Y,Y,11.0
2494,Y,Y,9.0
2495,N,N,
2496,Y,Y,9.0
2497,N,N,
2498,N,Y,
2499,Y,Y,13.0
2500,N,Y,
2501,N,Y,
2502,N,Y,
2503,N,Y,
2504,N,N,
2505,N,Y,
2506,N,N,
2507,Y,Y,1.0
2508,Y,Y,9.0
2509,Y,Y,3.0
2510,N,N,
2511,N,N,
2512,N,N,
2513,Y,Y,4.0
2514,Y,Y,13.0
2515,N,N,
2516,Y,N,3.0
2517,Y,N,1.0
2518,Y,Y,11.0
2519,Y,Y,15.0
2520,N,N,
2521,N,Y,
2522,Y,Y,2.0
2523,N,Y,
2524,N,Y,
2525,N,N,
2526,N,Y,
2527,N,Y,
2528,N,N,
2529,Y,Y,20.0
2530,N,N,
2531,N,Y,
2532,N,Y,
2533,N,Y,
2534,Y,Y,37.0
2535,Y,Y,9.0
2536,Y,Y,0.0
2537,N,N,
2538,N,Y,
2539,N,Y,
2540,Y,N,3.0
2541,Y,Y,0.0
2542,N,Y,
2543,N,N,
2544,N,Y,
2545,Y,Y,65.0
2546,N,Y,
2547,Y,Y,7.0
2548,Y,Y,1.0
2549,Y,N,5.0
2550,N,Y,
2551,N,N,
2552,N,Y,
2553,N,Y,
2554,N,Y,
2555,N,Y,
2556,N,N,
2557,Y,Y,3.0
2558,N,Y,
2559,Y,Y,16.0
2560,N,Y,
2561,Y,Y,7.0
2562,Y,Y,24.0
2563,Y,Y,14.0
2564,N,Y,
2565,N,Y,
2566,N,Y,
2567,N,N,
2568,N,Y,
2569,N,N,
2570,N,N,
2571,Y,Y,19.0
2572,Y,N,64.0
2573,Y,N,4.0
2574,N,Y,
2575,N,N,
2576,N,N,
2577,Y,Y,7.0
2578,Y,Y,13.0
2579,Y,N,17.0
2580,N,Y,
2581,Y,Y,26.0
2582,N,Y,
2583,Y,Y,8.0
2584,Y,Y,22.0
2585,N,N,
2586,N,N,
2587,N,Y,
2588,Y,Y,3.0
2589,N,Y,
2590,N,Y,
2591,N,Y,
2592,Y,N,18.0
2593,N,Y,
2594,Y,Y,28.0
2595,N,Y,
2596,Y,Y,20.0
2597,N,Y,
2598,Y,Y,16.0
2599,Y,N,13.0
2600,N,Y,
2601,Y,N,6.0
2602,N,Y,
2603,N,N,
2604,N,Y,
2605,Y,N,42.0
2606,N,Y,
2607,N,Y,
2608,N,N,
2609,N,Y,
2610,Y,Y,4.0
2611,N,Y,
2612,Y,Y,3.0
2613,N,Y,
2614,N,Y,
2615,Y,Y,24.0
2616,Y,Y,13.0
2617,Y,Y,10.0
2618,N,Y,
2619,N,Y,
2620,N,Y,
2621,N,Y,
2622,N,N,
2623,N,Y,
2624,N,Y,
2625,N,Y,
2626,N,Y,
2627,N,N,
2628,Y,Y,21.0
2629,N,Y,
2630,Y,Y,9.0
2631,N,Y,
2632,Y,Y,10.0
2633,Y,Y,2.0
2634,N,Y,
2635,N,Y,
2636,N,Y,
2637,N,Y,
2638,Y,Y,0.0
2639,N,N,
2640,Y,Y,7.0
2641,N,Y,
2642,Y,N,3.0
2643,Y,Y,9.0
2644,Y,Y,6.0
2645,N,N,
2646,N,Y,
2647,Y,Y,17.0
2648,Y,N,13.0
2649,N,Y,
2650,Y,N,8.0
2651,Y,Y,6.0
2652,N,N,
2653,Y,Y,5.0
2654,N,Y,
2655,N,N,
2656,N,Y,
2657,N,Y,
2658,N,Y,
2659,Y,N,24.0
2660,N,Y,
2661,N,Y,
2662,Y,N,10.0
2663,N,Y,
2664,N,N,
2665,N,Y,
2666,Y,N,5.0
2667,N,Y,
2668,N,N,
2669,N,Y,
2670,N,Y,
2671,N,Y,
2672,Y,N,14.0
2673,N,N,
2674,N,N,
2675,N,Y,
2676,Y,N,22.0
2677,N,Y,
2678,N,Y,
2679,N,Y,
2680,N,N,
2681,N,Y,
2682,N,N,
2683,N,Y,
2684,N,Y,
2685,Y,N,22.0
2686,N,Y,
2687,N,N,
2688,Y,Y,16.0
2689,N,Y,
2690,Y,Y,18.0
2691,Y,Y,10.0
2692,Y,Y,4.0
2693,N,N,
2694,N,Y,
2695,Y,Y,9.0
2696,Y,Y,17.0
2697,Y,Y,2.0
2698,N,Y,
2699,Y,N,12.0
2700,N,N,
2701,N,Y,
2702,N,Y,
2703,N,Y,
2704,Y,N,14.0
2705,Y,Y,11.0
2706,Y,Y,10.0
2707,N,Y,
2708,N,Y,
2709,N,N,
2710,Y,N,14.0
2711,Y,N,13.0
2712,Y,Y,1.0
2713,N,Y,
2714,N,Y,
2715,Y,N,12.0
2716,N,Y,
2717,N,Y,
2718,Y,N,21.0
2719,N,Y,
2720,Y,N,14.0
2721,N,N,
2722,Y,Y,11.0
2723,Y,N,11.0
2724,Y,N,2.0
2725,N,Y,
2726,N,Y,
2727,N,Y,
2728,N,N,
2729,N,Y,
2730,N,Y,
2731,N,N,
2732,N,Y,
2733,N,Y,
2734,N,Y,
2735,N,Y,
2736,N,Y,
2737,N,Y,
2738,Y,Y,3.0
2739,N,N,
2740,N,Y,
2741,N,Y,
2742,Y,N,12.0
2743,N,Y,
2744,Y,Y,26.0
2745,Y,Y,17.0
2746,N,Y,
2747,N,Y,
2748,Y,Y,5.0
2749,Y,Y,11.0
2750,N,N,
2751,Y,Y,1.0
2752,Y,Y,13.0
2753,N,N,
2754,Y,N,17.0
2755,N,N,
2756,N,N,
2757,N,Y,
2758,N,N,
2759,N,Y,
2760,N,Y,
2761,N,Y,
2762,N,N,
2763,N,Y,
2764,N,Y,
2765,N,Y,
2766,N,Y,
2767,N,N,
2768,N,Y,
2769,N,Y,
2770,Y,Y,8.0
2771,N,Y,
2772,N,N,
2773,N,N,
2774,N,Y,
2775,Y,Y,10.0
2776,N,Y,
2777,N,N,
2778,N,N,
2779,N,Y,
2780,N,Y,
2781,Y,N,10.0
2782,Y,N,22.0
2783,N,N,
2784,Y,N,20.0
2785,Y,N,3.0
2786,N,Y,
2787,N,N,
2788,N,N,
2789,N,N,
2790,Y,Y,7.0
2791,N,N,
2792,N,N,
2793,Y,N,2.0
2794,N,Y,
2795,Y,N,7.0
2796,N,Y,
2797,Y,N,17.0
2798,N,Y,
2799,Y,N,3.0
2800,N,N,
2801,N,Y,
2802,Y,Y,16.0
2803,Y,Y,11.0
2804,N,Y,
2805,Y,Y,15.0
2806,N,Y,
2807,Y,Y,9.0
2808,N,Y,
2809,N,Y,
2810,Y,Y,6.0
2811,N,N,
2812,Y,Y,1.0
2813,N,N,
2814,N,N,
2815,Y,Y,6.0
2816,N,Y,
2817,N,Y,
2818,N,Y,
2819,N,Y,
2820,N,Y,
2821,N,Y,
2822,Y,Y,6.0
2823,N,N,
2824,Y,Y,14.0
2825,N,Y,
2826,N,Y,
2827,Y,Y,6.0
2828,N,Y,
2829,N,Y,
2830,N,Y,
2831,N,Y,
2832,Y,N,16.0
2833,Y,Y,15.0
2834,Y,Y,8.0
2835,N,N,
2836,N,Y,
2837,N,Y,
2838,Y,Y,6.0
2839,Y,Y,8.0
2840,N,N,
2841,N,N,
2842,N,Y,
2843,N,Y,
2844,N,Y,
2845,N,N,
2846,N,Y,
2847,N,Y,
2848,N,N,
2849,N,Y,
2850,N,Y,
2851,N,Y,
2852,N,Y,
2853,N,Y,
2854,N,Y,
2855,N,Y,
2856,N,Y,
2857,N,Y,
2858,N,Y,
2859,N,Y,
2860,Y,Y,13.0
2861,N,Y,
2862,N,N,
2863,N,Y,
2864,N,Y,
